question_id,agent,model,question,topic,answer_pred,answer_gold,hit,agee,coverage,info_rate,efficiency,traj_length,n_unique,n_nodes_graph,n_edges_graph,n_steps,time_sec,skip_reason
165,llm_react,llama3.1:8b,the actor [Liza D'Agostino] starred together with who,Liza D'Agostino,Nancy Allison Wolfe,Camila Griggs|Michael Harris|Nancy Allison Wolfe,1,0.5048631774814292,0.625,0.20535714285714285,0.8888888888888888,8,5,8,7,8,116.25105261802673,
166,llm_react,llama3.1:8b,the director of [Ruby Gentry] also directed which movies,Ruby Gentry,King Vidor,Stella Dallas|Bird of Paradise|The Citadel|Comrade X|Beyond the Forest|The Patsy|Our Daily Bread|War and Peace|The Fountainhead|Wild Oranges|On Our Merry Way|Duel in the Sun|The Champ|The Wedding Night|Street Scene,0,,,,,1,1,180,182,1,11.814265727996826,trajectory_too_short
167,llm_react,llama3.1:8b,which movies share the same director of [The Catered Affair],The Catered Affair,Carousel,The Last Time I Saw Paris|In Cold Blood|Battle Circus|$|The Brothers Karamazov|Lord Jim|Take the High Ground!|The Professionals|Looking for Mr. Goodbar|Crisis|Bite the Bullet|The Happy Ending|Wrong Is Right|Something of Value|Elmer Gantry|Sweet Bird of Youth|Cat on a Hot Tin Roof,0,0.37180268413261086,0.2395529796356305,0.2648603995348408,0.875,11,7,5043,5808,10,203.0459668636322,
168,llm_react,llama3.1:8b,the actor [Jessica Lange] co-starred with who,Jessica Lange,Elizabeth Olsen,Gregory Peck|Joan Cusack|Ewan McGregor|Jason Robards|Halle Berry|Chris O'Donnell|Donald Moffat|Tom Felton|John Garfield|Kim Hunter|Nick Nolte|Jack Nicholson|Liam Neeson|Gene Tierney|Naomi Watts|Adrien Brody|Robert Armstrong|Paul Sorvino|Lana Turner|Billy Crudup|Treat Williams|Albert Finney|Polly Bergen|Vivien Leigh|Kim Stanley|Lauren Hutton|Drew Barrymore|Bruce Cabot|Tommy Lee Jones|Hume Cronyn|Richard Widmark|Mark Wahlberg|Sam Shepard|Anthony Hopkins|Fay Wray|Carrie Snodgress|Jack Black|John Hurt|Powers Boothe|Ann Wedgeworth|Polly Walker|Diane Lane|Jeff Bridges|Charles Grodin|Jeanne Tripplehorn|Teri Garr|Ken Howard|Johnathon Schaech|David Clennon|Robert Mitchum|Gwyneth Paltrow|Jennifer Jason Leigh|Tim Roth|Robert De Niro|Dabney Coleman|Marlon Brando|Michelle Pfeiffer|Cecil Kellaway|Michael Gambon|William Ash|Elizabeth Olsen|Juliette Lewis|James Caan|Oscar Isaac|Karl Malden|John Goodman|Alec Baldwin|Timothy Hutton|Jodhi May|Frederic Forrest|Dustin Hoffman|Christine Bottomley|Googie Withers|Dennis Quaid|Ed Harris,1,0.7588611070957233,0.9338289962825279,0.4492332713754647,1.0,4,2,269,310,4,65.83715415000916,
169,llm_react,llama3.1:8b,the movies written by [Rodrigo García] were released in which years,Rodrigo García,"directed_by_inv), but not an edge indicating that Rodrigo García wrote a movie, I should visit another entity related to Rodrigo García.",2002|1957|2009|2000|2005,0,0.6780185842007806,0.760032362346259,0.41216216216216217,1.0,4,3,37,41,4,65.05219912528992,
170,llm_react,llama3.1:8b,who directed the films starred by [Nigel Patrick],Nigel Patrick,Roger Livesey,Ken Hughes|Basil Dearden|Albert Lewin,1,0.5205016407890816,0.7614977137212373,0.19839719509140996,0.7500000000000001,11,7,33,42,10,157.26336216926575,
171,llm_react,llama3.1:8b,the films acted by [Haruka Ayase] were released in which years,Haruka Ayase,Haruka Ayase,2008,0,0.3969704633910715,0.4,0.1318181818181818,1.0,11,2,5,4,10,120.721262216568,
172,llm_react,llama3.1:8b,who directed the movies acted by [Jacqueline Fernandez],Jacqueline Fernandez,John Abraham,Sajid Khan,0,0.40407094232394536,0.5,0.15555555555555556,0.738095238095238,11,5,10,9,10,165.01090574264526,
173,llm_react,llama3.1:8b,what are the movies that are directed by the same director of [The Yakuza],The Yakuza,Bringing Out the Dead,"Out of Africa|Havana|This Property Is Condemned|The Way We Were|Absence of Malice|The Firm|Tootsie|Random Hearts|The Scalphunters|The Slender Thread|The Interpreter|They Shoot Horses, Don't They?|Jeremiah Johnson|Castle Keep|The Electric Horseman|Three Days of the Condor|Sabrina",0,0.5472287272223605,0.668513691704424,0.24833309806135892,0.9084586466165414,11,6,184,196,10,188.7980649471283,
174,llm_react,llama3.1:8b,what types are the movies written by [Stephen Tolkin],Stephen Tolkin,"To answer the question about the types of movies written by Stephen Tolkin, I need to follow the edge from ""The Craigslist Killer"" to Stephen Tolkin.",Drama|Crime,0,0.7635144114719074,0.5666666666666667,0.8500000000000001,1.0,2,2,15,14,2,36.18272852897644,
175,llm_react,llama3.1:8b,which person directed the movies starred by [Hurd Hatfield],Hurd Hatfield,bd-r,Jean Renoir|Albert Lewin,1,0.48426926196418657,0.5841479170272448,0.18954545454545454,0.9047619047619047,11,5,20,20,10,182.7663972377777,
176,llm_react,llama3.1:8b,the films directed by [David Roach] were in which genres,David Roach,David Roach,Documentary,0,0.47344508182480893,0.5931390622295665,0.15553977272727273,0.9368421052631579,11,6,16,15,10,172.53240132331848,
177,llm_react,llama3.1:8b,who are the directors of the movies acted by [Dwaine Stevenson],Dwaine Stevenson,"To answer the question, I need to find a connection between Dwaine Stevenson and the directors of the movies he acted in. Since ""Dwaine Stevenson"" is not an available edge from the current entity ""Gabriel"", I will follow the edge that connects Gabriel to Dwaine Stevenson.",Shane Abbess,1,0.3873946897517937,0.4166666666666667,0.17575757575757575,0.7567567567567566,10,5,12,11,10,212.58579444885254,
178,llm_react,llama3.1:8b,when were the films acted by [Una Merkel] released,Una Merkel,James Poe,1961|1934,0,0.4946488739500852,0.625,0.15738636363636366,0.9859154929577465,11,4,16,15,10,145.30260729789734,
179,llm_react,llama3.1:8b,who acted together with [Varun Dhawan],Varun Dhawan,Varun Dhawan,Alia Bhatt|Rishi Kapoor,1,0.48017830750512697,0.7142857142857143,0.14502164502164502,0.7857142857142857,11,5,7,6,10,155.28604578971863,
180,llm_react,llama3.1:8b,which movies share the same actor of [Springfield Rifle],Springfield Rifle,House of Wax,No Man of Her Own|Now and Forever|Dallas|One Sunday Afternoon|The Plainsman|The Real Glory|The Winning of Barbara Worth|The Wedding Night|Love in the Afternoon|High Noon|Meet John Doe|Cloak and Dagger|The Court-Martial of Billy Mitchell|Mr. Deeds Goes to Town|Beau Geste|The Fountainhead|Ten North Frederick|Casanova Brown|City Streets|Desire|They Came to Cordura|Unconquered|The Lives of a Bengal Lancer|Sergeant York|Morocco|Alice in Wonderland|The Cowboy and the Lady|Bewitched|For Whom the Bell Tolls|The Pride of the Yankees|Saratoga Trunk|Along Came Jones|Distant Drums|Vera Cruz|A Farewell to Arms|The General Died at Dawn|North West Mounted Police|Friendly Persuasion|The Hanging Tree|Ball of Fire|The Story of Dr. Wassell|The Westerner|The Naked Edge|Design for Living|Man of the West|Operator 13|If I Had a Million|The Wreck of the Mary Deare,1,0.19611322190689778,0.000720906282183316,0.2261336329307493,0.8942307692307692,11,7,971,1096,10,147.67258667945862,
181,llm_react,llama3.1:8b,who starred in the movies written by [Anthony Drazan],Anthony Drazan,Drama,Kevin Corrigan|Lois Bendler|Michael Rapaport,1,0.48304801681546233,0.6514556093349371,0.15084915084915085,0.8928571428571429,11,5,13,14,10,144.06225204467773,
182,llm_react,llama3.1:8b,who are the actors in the films written by [Aldo Lado],Aldo Lado,Barbara Bach,Barbara Bach|Ingrid Thulin|Jean Sorel,1,0.7592776085216287,0.6111111111111112,0.7777777777777779,1.0,2,2,9,9,2,44.79766798019409,
183,llm_react,llama3.1:8b,when did the movies written by [Travis Beacham] release,Travis Beacham,Travis Beacham,2013,0,0.3204443408270105,0.21052631578947367,0.16772993088782562,0.9154929577464789,11,4,19,18,10,166.59452509880066,
184,llm_react,llama3.1:8b,what types are the movies starred by [Lola Lane],Lola Lane,"Drama, Crime",Drama|Crime,1,0.5575273409949618,0.18181818181818182,0.8681818181818182,1.0,2,2,11,10,2,26.22379422187805,
185,llm_react,llama3.1:8b,what genres do the movies directed by [Steve Beck] fall under,Steve Beck,2002,Horror,0,0.5117235384435599,0.75,0.14935064935064934,0.8736842105263157,11,6,8,7,10,149.83031678199768,
186,llm_react,llama3.1:8b,who are the directors of the films written by [Thomas C. Ryan],Thomas C. Ryan,"To answer the question, I need to find the directors of films written by Thomas C. Ryan and see how they are connected to Michael Caine.",Otto Preminger,0,0.5518995592166313,0.3333333333333333,0.5601851851851852,1.0,3,3,9,8,3,68.20157885551453,
187,llm_react,llama3.1:8b,which films have the same actor of [White Man's Burden],White Man's Burden,John Travolta,"Primary Colors|Blow Out|Eyes of an Angel|Two of a Kind|Look Who's Talking|Shout|Basic|Carmen Jones|Wild Hogs|Pulp Fiction|Grease|Urban Cowboy|Uptown Saturday Night|Swordfish|Get Shorty|The World, the Flesh and the Devil|Face/Off|From Paris with Love|Ladder 49|Odds Against Tomorrow|Bolt|Buck and the Preacher|Moment by Moment|Killing Season|Battlefield Earth|Michael|Phenomenon|Kansas City|Mad City|A Civil Action|Old Dogs|Look Who's Talking Now|Domestic Disturbance|Look Who's Talking Too|The General's Daughter|Be Cool|Staying Alive|The Experts|She's So Lovely|Broken Arrow|Saturday Night Fever|The Angel Levine",0,,,,,1,1,4437,4677,1,11.902190685272217,trajectory_too_short
188,llm_react,llama3.1:8b,the movies directed by [Antonio Banderas] were released in which years,Antonio Banderas,antonio banderas,1999,0,0.5742268165876844,0.8713583441002045,0.1593833067517278,0.9577464788732395,11,4,190,259,10,184.66553926467896,
189,llm_react,llama3.1:8b,which person directed the films written by [Mildred Cram],Mildred Cram,"To answer the question, I need to find a connection between ""Mildred Cram"" and the director of her written films. Since we are currently at the ""Drama"" node, which is connected to ""Faithless"", I will visit that entity next.",Leo McCarey|Glenn Gordon Caron,0,0.2711518918972293,0.0967741935483871,0.2014336917562724,0.9154929577464789,9,6,31,31,9,154.66603708267212,
190,llm_react,llama3.1:8b,the actor in [I Love You Phillip Morris] also appears in which films,I Love You Phillip Morris,Submarine,The Impossible|Black Hawk Down|Deception|Yes Man|Mr. Popper's Penguins|Moulin Rouge!|Big Fish|Trainspotting|Bruce Almighty|The Truman Show|A Christmas Carol|Blue Juice|Mortdecai|Down with Love|Once Bitten|Man on the Moon|Jackboots on Whitehall|Miss Potter|Copper Mountain|Earth Girls Are Easy|Nightwatch|Stay|Horton Hears a Who!|The Incredible Burt Wonderstone|Amelia|The Island|Eternal Sunshine of the Spotless Mind|Brassed Off|Lemony Snicket's A Series of Unfortunate Events|Jack the Giant Slayer|The Ghost Writer|Eye of the Beholder|Incendiary|The Mask|Batman Forever|Rogue Trader|Dumb and Dumber To|The Cable Guy|Son of a Gun|The Men Who Stare at Goats|Liar Liar|The Number 23|Last Days in the Desert|Shallow Grave|Fun with Dick and Jane|Perfect Sense|The Sex and Violence Family Hour|The Majestic,1,0.4648933487698119,0.5256300292346794,0.26728204106340303,0.7115384615384616,11,7,4489,5407,10,184.26664090156555,
191,llm_react,llama3.1:8b,when did the movies written by [Ann Howard Creel] release,Ann Howard Creel,Ann Howard Creel,2005,0,0.3590393524567779,0.3333333333333333,0.1527777777777778,0.857142857142857,11,3,9,8,10,140.33864331245422,
192,llm_react,llama3.1:8b,the movies starred by [Miranda Richardson] were in which languages,Miranda Richardson,English,Japanese|French,0,0.6886138564039214,0.732084512940067,0.46076888489208634,1.0,4,3,139,147,4,78.53543734550476,
193,llm_react,llama3.1:8b,what types are the movies written by [John Dighton],John Dighton,"To answer the question about the types of movies written by John Dighton, I should visit an entity related to his work. Since we're currently at ""Kind Hearts and Coronets"" which was written by John Dighton, visiting another movie he wrote would be beneficial.",Comedy,0,0.6451761477859248,0.8173913043478261,0.37801932367149754,0.8200992555831266,6,4,46,54,6,134.918927192688,
194,llm_react,llama3.1:8b,who are the actors in the movies written by [Randy Sue Coburn],Randy Sue Coburn,"To answer the question, I need to traverse the knowledge graph. The current step is 3/10, and I have visited entities Randy Sue Coburn and Mrs. Parker and the Vicious Circle.",Jennifer Jason Leigh,0,0.51700731525239,0.2857142857142857,0.5317460317460317,1.0,3,2,7,6,3,58.02110981941223,
195,llm_react,llama3.1:8b,the director of [De Dana Dan] also directed which films,De Dana Dan,The Girl Who Kicked the Hornets' Nest,Billu|Aakrosh,0,0.550445822227365,0.7311622972599072,0.23434736529661207,0.8497536945812807,11,9,4421,4802,10,220.03823709487915,
196,llm_react,llama3.1:8b,what were the release dates of [Luther Adler] acted films,Luther Adler,Alex Cord,1968,0,0.36513732760890966,0.36363636363636365,0.1578512396694215,0.8028169014084506,11,4,11,10,10,143.03739261627197,
197,llm_react,llama3.1:8b,who are the writers of the movies directed by [Morgan Freeman],Morgan Freeman,"A is not a valid option. The correct options are numbers 1 and 2, or ""ANSWER"" if we can determine the answer directly.",Percy Mtwa,0,0.47651020109407044,0.37390423864140143,0.3312964136134867,0.9545454545454546,7,5,328,462,7,156.1899435520172,
198,llm_react,llama3.1:8b,when were the movies written by [Bob Brooks] released,Bob Brooks,Bruce Dern,1981,1,0.5427690916331652,0.8333333333333334,0.1393939393939394,0.9285714285714285,11,5,6,5,10,121.56508231163025,
199,llm_react,llama3.1:8b,who wrote the movies acted by [Guy Doleman],Guy Doleman,Guy Doleman,James Doran,1,0.4063779397170255,0.4,0.15555555555555556,0.971830985915493,11,4,10,9,10,179.86908721923828,
