llm,question_id,mode,trajectory_len,hit,agee,S,I,E,source
Qwen-2.5-14B,74,traversal,8,1,0.5309719411484539,0.6153846153846154,0.2219551282051282,1.0,estimated
Qwen-2.5-14B,75,traversal,4,0,0.4398500753000597,0.19047619047619047,0.4648809523809524,1.0,estimated
Qwen-2.5-14B,76,traversal,4,1,0.6699402553641818,0.8,0.3625,1.0,estimated
Qwen-2.5-14B,77,memory,1,0,,,,,estimated
Qwen-2.5-14B,78,memory,1,1,,,,,estimated
Qwen-2.5-14B,79,traversal,3,1,0.613190537409625,0.5,0.5111111111111112,1.0,estimated
Qwen-2.5-14B,80,traversal,8,0,0.5009717436036447,0.5362547197703202,0.27011225129164845,0.868421052631579,estimated
Qwen-2.5-14B,81,memory,1,0,,,,,estimated
Qwen-2.5-14B,82,memory,1,0,,,,,estimated
Qwen-2.5-14B,83,traversal,6,1,0.6398042347672057,0.6484602618601333,0.4752849276475861,0.8947368421052632,estimated
Qwen-2.5-14B,84,traversal,4,0,0.7329370449744868,0.8026315789473684,0.5010964912280702,1.0,estimated
Qwen-2.5-14B,86,memory,1,0,,,,,estimated
Qwen-2.5-14B,87,memory,1,0,,,,,estimated
Qwen-2.5-14B,88,traversal,6,1,0.5576329218237137,0.6,0.2851851851851852,1.0,estimated
Qwen-2.5-14B,89,memory,1,0,,,,,estimated
Qwen-2.5-14B,90,memory,1,0,,,,,estimated
Qwen-2.5-14B,91,memory,1,0,,,,,estimated
Qwen-2.5-14B,92,memory,1,0,,,,,estimated
Qwen-2.5-14B,93,memory,1,0,,,,,estimated
Qwen-2.5-14B,94,traversal,9,1,0.6116559138141632,0.9,0.19012345679012346,1.0,estimated
Qwen-2.5-14B,95,traversal,10,1,0.6235570329534625,0.8512820512820514,0.252051282051282,0.9594594594594594,estimated
Qwen-2.5-14B,96,memory,1,1,,,,,estimated
Qwen-2.5-14B,97,traversal,7,1,0.6676243246041037,1.0,0.22789115646258504,1.0,estimated
Qwen-2.5-14B,98,memory,1,0,,,,,estimated
Qwen-2.5-14B,99,traversal,6,1,0.563202669035608,0.5931390622295665,0.34618055555555555,0.8947368421052632,estimated
Qwen-2.5-14B,100,memory,1,0,,,,,estimated
Qwen-2.5-14B,101,traversal,6,1,0.6838194440251192,1.0,0.2555555555555556,1.0,estimated
Qwen-2.5-14B,102,memory,1,0,,,,,estimated
Qwen-2.5-14B,103,traversal,6,1,0.6400574013128341,0.735632183908046,0.3662486938349007,0.9615384615384615,estimated
Qwen-2.5-14B,104,memory,1,0,,,,,estimated
Qwen-2.5-14B,105,traversal,6,1,0.6077044435606993,0.75,0.2738095238095238,1.0,estimated
Qwen-2.5-14B,106,traversal,6,1,0.5576329218237137,0.6,0.2851851851851852,1.0,estimated
Qwen-2.5-14B,108,traversal,6,1,0.5803877581303384,0.6666666666666666,0.2800925925925926,1.0,estimated
Qwen-2.5-14B,109,memory,1,0,,,,,estimated
Qwen-2.5-14B,110,memory,1,0,,,,,estimated
Qwen-2.5-14B,111,traversal,5,1,0.5122399252274895,0.4166666666666667,0.3515151515151515,1.0,estimated
Qwen-2.5-14B,112,memory,1,0,,,,,estimated
Qwen-2.5-14B,114,traversal,7,1,0.5975727570564756,0.7530864197530863,0.28825604315800396,0.90625,estimated
Qwen-2.5-14B,115,memory,1,0,,,,,estimated
Qwen-2.5-14B,116,traversal,3,1,0.4903110223011469,0.25,0.5111111111111112,1.0,estimated
Qwen-2.5-14B,117,memory,1,0,,,,,estimated
Qwen-2.5-14B,118,traversal,7,0,0.6134590827327154,0.7471264367816092,0.32489177489177484,0.90625,estimated
Qwen-2.5-14B,119,traversal,7,1,0.6676243246041037,1.0,0.22789115646258504,1.0,estimated
Qwen-2.5-14B,120,memory,1,0,,,,,estimated
Qwen-2.5-14B,121,traversal,3,1,0.506121182921061,0.23076923076923078,0.5918803418803419,1.0,estimated
Qwen-2.5-14B,122,traversal,5,0,0.7493614366426659,0.8939393939393939,0.5044242424242424,0.9130434782608695,estimated
Qwen-2.5-14B,123,memory,1,0,,,,,estimated
Qwen-2.5-14B,124,traversal,8,0,0.6753381776457628,0.8521350682866905,0.3529104823747681,0.9574468085106382,estimated
Qwen-2.5-14B,125,traversal,8,1,0.6538456350323049,1.0,0.20535714285714285,1.0,estimated
Qwen-2.5-14B,126,memory,1,1,,,,,estimated
Qwen-2.5-14B,127,memory,1,0,,,,,estimated
Qwen-2.5-14B,128,traversal,8,1,0.45919273987558723,0.42105263157894735,0.23062865497076024,1.0,estimated
Qwen-2.5-14B,129,memory,1,0,,,,,estimated
Qwen-2.5-14B,130,traversal,6,1,0.5216783038847626,0.5,0.29292929292929293,1.0,estimated
Qwen-2.5-14B,131,memory,1,0,,,,,estimated
Qwen-2.5-14B,132,memory,1,0,,,,,estimated
Qwen-2.5-14B,133,memory,1,0,,,,,estimated
Qwen-2.5-14B,134,traversal,6,0,0.5216783038847626,0.5,0.29292929292929293,1.0,estimated
Qwen-2.5-14B,135,memory,1,0,,,,,estimated
Qwen-2.5-14B,136,traversal,8,1,0.5379475096344726,0.6701429793353155,0.2654671717171717,0.8148148148148149,estimated
Qwen-2.5-14B,137,traversal,4,1,0.4783888651927946,0.26666666666666666,0.4511904761904762,1.0,estimated
Qwen-2.5-14B,138,memory,1,0,,,,,estimated
Qwen-2.5-14B,139,memory,1,0,,,,,estimated
Qwen-2.5-14B,140,memory,1,0,,,,,estimated
Qwen-2.5-14B,141,memory,1,0,,,,,estimated
Qwen-2.5-14B,142,memory,1,0,,,,,estimated
Qwen-2.5-14B,143,traversal,5,1,0.6090654448132109,0.65625,0.3477272727272728,1.0,estimated
Qwen-2.5-14B,144,traversal,6,1,0.669468330605733,0.6615370663807221,0.61110502443976,0.7692307692307692,estimated
Qwen-2.5-14B,145,traversal,4,1,0.3868633215091496,0.13333333333333333,0.4166666666666667,1.0,estimated
Qwen-2.5-14B,146,traversal,5,1,0.6569677321913406,0.75,0.4204761904761905,0.8999999999999999,estimated
Qwen-2.5-14B,147,traversal,8,1,0.5887638083782043,0.7654320987654321,0.27752057613168724,0.868421052631579,estimated
Qwen-2.5-14B,148,traversal,9,0,0.5976377272771237,0.786077376033427,0.239494301994302,0.9772727272727272,estimated
Qwen-2.5-14B,149,traversal,6,1,0.6842100272653208,0.8489583333333333,0.39876940359477125,0.9032258064516129,estimated
Qwen-2.5-14B,150,traversal,9,1,0.6928986333985165,0.7801024885589348,0.47313188270857814,0.9090909090909091,estimated
Qwen-2.5-14B,151,traversal,5,0,0.6766639214302315,0.7509607993850884,0.4168136212411479,1.0,estimated
Qwen-2.5-14B,152,traversal,4,1,0.6250131530612338,0.5909090909090909,0.5390151515151516,0.8181818181818181,estimated
Qwen-2.5-14B,153,memory,1,0,,,,,estimated
Qwen-2.5-14B,154,traversal,10,1,0.6608174568974226,0.9231312458779563,0.31792618497410746,0.8555555555555555,estimated
Qwen-2.5-14B,155,memory,1,0,,,,,estimated
Qwen-2.5-14B,156,memory,1,0,,,,,estimated
Qwen-2.5-14B,157,traversal,7,1,0.6293777601989939,0.8103448275862069,0.314958167174916,0.8974358974358975,estimated
Qwen-2.5-14B,158,memory,1,0,,,,,estimated
Qwen-2.5-14B,159,memory,1,1,,,,,estimated
Qwen-2.5-14B,160,memory,1,1,,,,,estimated
Qwen-2.5-14B,161,memory,1,0,,,,,estimated
Qwen-2.5-14B,162,traversal,6,0,0.5216783038847626,0.5,0.29292929292929293,1.0,estimated
Qwen-2.5-14B,163,traversal,6,1,0.6387760062687183,0.7092198581560283,0.3852106800166875,0.9615384615384615,estimated
Qwen-2.5-14B,164,traversal,3,0,0.588418909566282,0.42857142857142855,0.5317460317460317,1.0,estimated
Qwen-2.5-14B,165,memory,1,0,,,,,estimated
Qwen-2.5-14B,166,traversal,6,0,0.6089979775339117,0.6619204871035231,0.3944351568062909,0.8846153846153846,estimated
Qwen-2.5-14B,167,traversal,4,1,0.7524914202122167,0.8631406392536044,0.5305463946067471,0.9285714285714286,estimated
Qwen-2.5-14B,168,traversal,3,1,0.7487891779774619,0.7153107019955876,0.6264581463914883,1.0,estimated
Qwen-2.5-14B,169,memory,1,0,,,,,estimated
Qwen-2.5-14B,170,traversal,4,1,0.7272164096440245,0.7803030303030303,0.5455922865013774,0.9285714285714286,estimated
Qwen-2.5-14B,171,traversal,4,1,0.6699402553641818,0.8,0.3625,1.0,estimated
Qwen-2.5-14B,172,memory,1,0,,,,,estimated
Qwen-2.5-14B,173,memory,1,1,,,,,estimated
Qwen-2.5-14B,174,traversal,9,1,0.5957420463564979,0.8,0.2197530864197531,1.0,estimated
Qwen-2.5-14B,175,traversal,8,1,0.5683752806736313,0.7,0.260625,0.9259259259259259,estimated
Qwen-2.5-14B,176,memory,1,1,,,,,estimated
Qwen-2.5-14B,177,traversal,3,1,0.5153730856282375,0.25,0.5858585858585859,1.0,estimated
Qwen-2.5-14B,178,traversal,3,0,0.6791436189207398,0.59375,0.5770833333333334,1.0,estimated
Qwen-2.5-14B,179,traversal,6,1,0.6412776051956836,0.8571428571428571,0.26587301587301587,1.0,estimated
Qwen-2.5-14B,180,traversal,6,1,0.595451433588778,0.6076224575002483,0.4725184664313003,0.7692307692307693,estimated
Qwen-2.5-14B,181,memory,1,1,,,,,estimated
Qwen-2.5-14B,182,memory,1,0,,,,,estimated
Qwen-2.5-14B,183,memory,1,1,,,,,estimated
Qwen-2.5-14B,184,memory,1,0,,,,,estimated
Qwen-2.5-14B,185,traversal,4,1,0.5732718719225945,0.5,0.4107142857142857,1.0,estimated
Qwen-2.5-14B,186,memory,1,0,,,,,estimated
Qwen-2.5-14B,187,memory,1,0,,,,,estimated
Qwen-2.5-14B,188,traversal,6,1,0.635123692768872,0.7263193706721361,0.3983918128654971,0.8846153846153846,estimated
Qwen-2.5-14B,189,memory,1,0,,,,,estimated
Qwen-2.5-14B,190,memory,1,0,,,,,estimated
Qwen-2.5-14B,191,memory,1,0,,,,,estimated
Qwen-2.5-14B,192,memory,1,0,,,,,estimated
Qwen-2.5-14B,193,traversal,8,1,0.6536070268015688,0.8347826086956522,0.3212327075098814,0.9574468085106383,estimated
Qwen-2.5-14B,194,traversal,5,1,0.6174136752845653,0.7142857142857143,0.3190476190476191,1.0,estimated
Qwen-2.5-14B,195,memory,1,0,,,,,estimated
Qwen-2.5-14B,196,memory,1,0,,,,,estimated
Qwen-2.5-14B,197,memory,1,0,,,,,estimated
Qwen-2.5-14B,198,traversal,3,0,0.613190537409625,0.5,0.5111111111111112,1.0,estimated
Qwen-2.5-14B,199,memory,1,0,,,,,estimated
GPT-4o-mini,0,traversal,5,1,0.7030499987246199,1.0,0.29,1.0,estimated
GPT-4o-mini,1,traversal,6,1,0.6412776051956836,0.8571428571428571,0.26587301587301587,1.0,estimated
GPT-4o-mini,2,traversal,8,1,0.5405019562115293,0.6059342560918347,0.27415293040293043,0.9259259259259259,estimated
GPT-4o-mini,3,traversal,11,1,0.5562145204451662,0.7857142857142857,0.16283716283716285,1.0,estimated
GPT-4o-mini,4,memory,1,1,,,,,estimated
GPT-4o-mini,5,traversal,8,1,0.6538456350323049,1.0,0.20535714285714285,1.0,estimated
GPT-4o-mini,6,traversal,6,0,0.6499456849507392,0.816134613998173,0.33650068008330014,0.935483870967742,estimated
GPT-4o-mini,7,traversal,4,1,0.6699402553641818,0.8,0.3625,1.0,estimated
GPT-4o-mini,8,traversal,6,1,0.5576329218237137,0.6,0.2851851851851852,1.0,estimated
GPT-4o-mini,9,traversal,7,1,0.5994777295209069,0.7777777777777778,0.2400793650793651,1.0,estimated
GPT-4o-mini,10,traversal,8,1,0.3765912160914725,0.22241941031659013,0.2500709572974668,1.0,estimated
GPT-4o-mini,11,traversal,7,1,0.6280213440900743,0.7352941176470588,0.3795518207282913,0.875,estimated
GPT-4o-mini,12,traversal,8,1,0.5392005721612493,0.5443567507327606,0.3591943986755338,0.8421052631578947,estimated
GPT-4o-mini,13,traversal,5,1,0.7030499987246199,1.0,0.29,1.0,estimated
GPT-4o-mini,14,memory,1,1,,,,,estimated
GPT-4o-mini,15,traversal,10,1,0.6998436069132699,0.8709595888873757,0.3983873690511629,0.9397590361445782,estimated
GPT-4o-mini,16,traversal,6,1,0.5576329218237137,0.6,0.2851851851851852,1.0,estimated
GPT-4o-mini,17,memory,1,0,,,,,estimated
GPT-4o-mini,18,traversal,5,1,0.5269807843486494,0.45454545454545453,0.3472727272727273,1.0,estimated
GPT-4o-mini,19,memory,1,0,,,,,estimated
GPT-4o-mini,20,traversal,6,1,0.5576329218237137,0.6,0.2851851851851852,1.0,estimated
GPT-4o-mini,21,traversal,14,1,0.5655160640668242,0.8353658536585366,0.17681398618497463,0.9157894736842105,estimated
GPT-4o-mini,22,traversal,4,1,0.521007641695879,0.36363636363636365,0.4340909090909091,1.0,estimated
GPT-4o-mini,23,traversal,7,1,0.6791078909377578,0.7577510243617016,0.4534760775551935,0.923076923076923,estimated
GPT-4o-mini,24,traversal,11,1,0.5240289107932659,0.6875,0.16515151515151516,1.0,estimated
GPT-4o-mini,25,traversal,9,1,0.5593976426611584,0.6436687406971376,0.2641086693034745,0.9772727272727273,estimated
GPT-4o-mini,26,traversal,6,1,0.7468436551223085,0.8892207293274935,0.5078056017194049,0.903225806451613,estimated
GPT-4o-mini,27,traversal,9,1,0.5588867848387645,0.6730769230769231,0.2343175343175343,1.0,estimated
GPT-4o-mini,28,traversal,8,1,0.6538456350323049,1.0,0.20535714285714285,1.0,estimated
GPT-4o-mini,29,traversal,7,1,0.4189382407928924,0.2916666666666667,0.2681159420289855,1.0,estimated
GPT-4o-mini,30,traversal,15,1,0.5632422009923911,0.8636363636363636,0.1353535353535354,1.0,estimated
GPT-4o-mini,31,traversal,6,1,0.6154520521181335,0.75,0.3318452380952381,0.8947368421052632,estimated
GPT-4o-mini,32,memory,1,1,,,,,estimated
GPT-4o-mini,33,traversal,11,1,0.5829597768636458,0.8235294117647058,0.18495883201765553,1.0,estimated
GPT-4o-mini,34,traversal,7,0,0.6925639904215005,0.9167757825165233,0.3416824445459564,0.9574468085106382,estimated
GPT-4o-mini,35,memory,1,0,,,,,estimated
GPT-4o-mini,36,traversal,5,1,0.7211518292798553,0.835016835016835,0.44580255639504973,1.0,estimated
GPT-4o-mini,37,traversal,4,1,0.6293206822637133,0.6666666666666666,0.38333333333333336,1.0,estimated
GPT-4o-mini,38,memory,1,0,,,,,estimated
GPT-4o-mini,39,memory,1,0,,,,,estimated
GPT-4o-mini,40,traversal,10,0,0.6699320670047704,0.8810074570327087,0.3287969493193374,0.9397590361445782,estimated
GPT-4o-mini,41,traversal,5,1,0.7030499987246199,1.0,0.29,1.0,estimated
GPT-4o-mini,42,traversal,8,1,0.6573253579696438,0.8723150340196292,0.32333837792608255,0.9074074074074074,estimated
GPT-4o-mini,44,traversal,4,1,0.6699402553641818,0.8,0.3625,1.0,estimated
GPT-4o-mini,45,memory,1,0,,,,,estimated
GPT-4o-mini,46,traversal,8,1,0.5814042212510571,0.5504922610978897,0.42899386448928367,0.8947368421052633,estimated
GPT-4o-mini,47,traversal,4,1,0.29311672514085385,0.021739130434782608,0.4409937888198757,1.0,estimated
GPT-4o-mini,48,traversal,8,1,0.5336679904860766,0.6824967444969768,0.28082010582010586,0.736842105263158,estimated
GPT-4o-mini,49,traversal,11,1,0.5392092090182905,0.7333333333333333,0.16406926406926406,1.0,estimated
GPT-4o-mini,50,traversal,4,1,0.39225356914152953,0.14285714285714285,0.41369047619047616,1.0,estimated
GPT-4o-mini,51,memory,1,0,,,,,estimated
GPT-4o-mini,52,traversal,10,1,0.5647756581941,0.7522314031745689,0.2138095238095238,0.942857142857143,estimated
GPT-4o-mini,53,memory,1,0,,,,,estimated
GPT-4o-mini,54,traversal,3,1,0.6450760945333125,0.6,0.48333333333333334,1.0,estimated
GPT-4o-mini,55,memory,1,1,,,,,estimated
GPT-4o-mini,56,memory,1,0,,,,,estimated
GPT-4o-mini,57,traversal,6,1,0.6412776051956836,0.8571428571428571,0.26587301587301587,1.0,estimated
GPT-4o-mini,58,traversal,6,1,0.46739642346317295,0.30974119234129033,0.4659644158036911,0.7894736842105263,estimated
GPT-4o-mini,59,memory,1,0,,,,,estimated
GPT-4o-mini,60,memory,1,0,,,,,estimated
GPT-4o-mini,61,traversal,8,1,0.6538456350323049,1.0,0.20535714285714285,1.0,estimated
GPT-4o-mini,62,traversal,5,1,0.5440417836750212,0.5,0.34222222222222226,1.0,estimated
GPT-4o-mini,63,traversal,10,1,0.6753051513683859,0.8558530060124492,0.408787142289275,0.8313253012048192,estimated
GPT-4o-mini,64,traversal,6,1,0.7170689433103795,0.8260869565217391,0.4758669772256728,0.935483870967742,estimated
GPT-4o-mini,65,traversal,6,1,0.6838194440251192,1.0,0.2555555555555556,1.0,estimated
GPT-4o-mini,66,traversal,6,1,0.7192300989548354,0.8654646324549237,0.45944000414065145,0.9117647058823528,estimated
GPT-4o-mini,67,traversal,8,1,0.6144908853192794,0.7623089525344773,0.2884146341463415,0.9736842105263157,estimated
GPT-4o-mini,68,traversal,4,1,0.6301431018653159,0.6243881309601951,0.5167929292929292,0.8181818181818181,estimated
GPT-4o-mini,69,traversal,5,1,0.7030499987246199,1.0,0.29,1.0,estimated
GPT-4o-mini,70,memory,1,0,,,,,estimated
GPT-4o-mini,71,traversal,8,1,0.6538456350323049,1.0,0.20535714285714285,1.0,estimated
GPT-4o-mini,72,traversal,9,1,0.5987685801322135,0.7512614512781928,0.3380366787918871,0.8,estimated
GPT-4o-mini,73,traversal,10,1,0.6320478439022834,1.0,0.1716666666666667,1.0,estimated
GPT-4o-mini,74,memory,1,0,,,,,estimated
GPT-4o-mini,75,memory,1,0,,,,,estimated
GPT-4o-mini,76,traversal,5,1,0.7030499987246199,1.0,0.29,1.0,estimated
GPT-4o-mini,77,traversal,8,1,0.6538456350323049,1.0,0.20535714285714285,1.0,estimated
GPT-4o-mini,78,traversal,8,1,0.6538456350323049,1.0,0.20535714285714285,1.0,estimated
GPT-4o-mini,79,memory,1,0,,,,,estimated
GPT-4o-mini,80,memory,1,0,,,,,estimated
GPT-4o-mini,81,memory,1,1,,,,,estimated
GPT-4o-mini,82,traversal,3,1,0.7530801485184534,0.7359679703702328,0.6157657657657657,1.0,estimated
GPT-4o-mini,83,memory,1,0,,,,,estimated
GPT-4o-mini,84,memory,1,0,,,,,estimated
GPT-4o-mini,86,memory,1,0,,,,,estimated
GPT-4o-mini,87,memory,1,0,,,,,estimated
GPT-4o-mini,88,traversal,4,1,0.5356757699574611,0.4,0.4277777777777778,1.0,estimated
GPT-4o-mini,89,traversal,8,1,0.5379388731704742,0.5113636363636364,0.3492532199746734,0.9259259259259259,estimated
GPT-4o-mini,90,traversal,3,1,0.5518995592166313,0.3333333333333333,0.5601851851851852,1.0,estimated
GPT-4o-mini,91,traversal,7,1,0.46227794640179865,0.30635883333803676,0.41468183692956523,0.8695652173913044,estimated
GPT-4o-mini,92,traversal,9,1,0.5669133423286199,0.6876238419272143,0.3107604465006977,0.8181818181818181,estimated
GPT-4o-mini,93,traversal,7,1,0.47785290073266323,0.42177592953462917,0.34061771561771564,0.8260869565217391,estimated
GPT-4o-mini,94,traversal,6,1,0.5576329218237137,0.6,0.2851851851851852,1.0,estimated
GPT-4o-mini,95,memory,1,1,,,,,estimated
GPT-4o-mini,96,memory,1,0,,,,,estimated
GPT-4o-mini,97,traversal,4,1,0.5981496717529754,0.5714285714285714,0.39880952380952384,1.0,estimated
GPT-4o-mini,98,memory,1,1,,,,,estimated
GPT-4o-mini,99,traversal,12,1,0.5835385970756899,0.875,0.17309027777777777,0.9534883720930233,estimated
GPT-4o-mini,100,memory,1,0,,,,,estimated
GPT-4o-mini,101,traversal,6,1,0.6838194440251192,1.0,0.2555555555555556,1.0,estimated
GPT-4o-mini,102,traversal,6,1,0.23797969472400413,0.012269938650306747,0.3057259713701432,1.0,estimated
GPT-4o-mini,103,traversal,3,1,0.7307122984211084,0.7011494252873562,0.5945663531870428,1.0,estimated
GPT-4o-mini,104,traversal,11,1,0.6226105384859137,1.0,0.1578512396694215,1.0,estimated
GPT-4o-mini,105,memory,1,1,,,,,estimated
GPT-4o-mini,106,traversal,7,1,0.574122386129957,0.7,0.24444444444444446,1.0,estimated
GPT-4o-mini,108,traversal,6,0,0.5803877581303384,0.6666666666666666,0.2800925925925926,1.0,estimated
GPT-4o-mini,109,memory,1,0,,,,,estimated
GPT-4o-mini,110,memory,1,1,,,,,estimated
GPT-4o-mini,111,traversal,9,1,0.5641201951223179,0.75,0.19528619528619529,1.0,estimated
GPT-4o-mini,112,traversal,9,1,0.5450992414577285,0.6046511627906976,0.28080930908108287,0.935483870967742,estimated
GPT-4o-mini,114,traversal,7,1,0.5689002309928307,0.6738302534115682,0.28825604315800396,0.90625,estimated
GPT-4o-mini,115,memory,1,0,,,,,estimated
GPT-4o-mini,116,memory,1,0,,,,,estimated
GPT-4o-mini,117,memory,1,0,,,,,estimated
GPT-4o-mini,118,traversal,9,1,0.5811504218572059,0.7701149425287356,0.25269360269360264,0.8863636363636364,estimated
GPT-4o-mini,119,traversal,7,1,0.6676243246041037,1.0,0.22789115646258504,1.0,estimated
GPT-4o-mini,120,traversal,8,1,0.35574875125616495,0.19047619047619047,0.24114401858304296,1.0,estimated
GPT-4o-mini,121,traversal,7,1,0.5181079277877053,0.5384615384615384,0.25366300366300365,1.0,estimated
GPT-4o-mini,122,memory,1,0,,,,,estimated
GPT-4o-mini,123,traversal,6,1,0.3069329631135532,0.07317073170731707,0.3130081300813008,1.0,estimated
GPT-4o-mini,124,traversal,6,1,0.661554839378517,0.7629200895473666,0.3909245516388373,0.9615384615384616,estimated
GPT-4o-mini,125,memory,1,0,,,,,estimated
GPT-4o-mini,126,traversal,5,1,0.5800935919536049,0.5110018102726213,0.5187884365979165,0.8,estimated
GPT-4o-mini,127,traversal,9,1,0.5618175026109646,0.6453194034014061,0.35035087655380853,0.7818181818181819,estimated
GPT-4o-mini,128,traversal,7,1,0.45222860202880094,0.3684210526315789,0.26357560568086885,1.0,estimated
GPT-4o-mini,129,traversal,8,1,0.715374101183781,0.8391854294807807,0.449844706401079,0.9574468085106382,estimated
GPT-4o-mini,130,traversal,4,1,0.5082889981645315,0.3333333333333333,0.4393939393939394,1.0,estimated
GPT-4o-mini,131,traversal,10,1,0.6069051759008339,0.8043478260869565,0.24800310559006214,0.9682539682539684,estimated
GPT-4o-mini,132,traversal,10,1,0.6196744167651489,1.0,0.17916666666666664,0.9142857142857143,estimated
GPT-4o-mini,133,memory,1,0,,,,,estimated
GPT-4o-mini,134,traversal,10,1,0.5804618212308493,0.8333333333333334,0.17575757575757575,1.0,estimated
GPT-4o-mini,135,traversal,7,1,0.6107006733173439,0.7228056215844599,0.36606590688223334,0.84375,estimated
GPT-4o-mini,136,memory,1,0,,,,,estimated
GPT-4o-mini,137,traversal,7,1,0.4913575725044332,0.4666666666666667,0.2578231292517007,1.0,estimated
GPT-4o-mini,138,traversal,5,1,0.477781911531584,0.3333333333333333,0.36095238095238097,1.0,estimated
GPT-4o-mini,139,memory,1,1,,,,,estimated
GPT-4o-mini,140,traversal,6,1,0.5071545316948398,0.46153846153846156,0.29594017094017094,1.0,estimated
GPT-4o-mini,141,traversal,7,1,0.6299977695322581,0.875,0.2346938775510204,1.0,estimated
GPT-4o-mini,142,traversal,7,1,0.6324791203637448,0.681917211328976,0.3911955586832434,0.96875,estimated
GPT-4o-mini,143,traversal,3,1,0.6800777886680706,0.59375,0.5795454545454546,1.0,estimated
GPT-4o-mini,144,traversal,7,1,0.6156203302079287,0.5864126399632786,0.5405760073923732,0.78125,estimated
GPT-4o-mini,145,traversal,4,1,0.6344879736435659,0.6333333333333333,0.51875,0.8181818181818181,estimated
GPT-4o-mini,146,traversal,8,0,0.45214731354877724,0.4434407791445975,0.265625,0.8148148148148149,estimated
GPT-4o-mini,147,traversal,7,1,0.6124665325245366,0.7530864197530863,0.3318636096413874,0.875,estimated
GPT-4o-mini,148,traversal,8,0,0.6186344651430515,0.8269230769230769,0.2925080128205128,0.8723404255319149,estimated
GPT-4o-mini,149,traversal,9,0,0.6449011289978842,0.8567708333333333,0.3118532135076253,0.9014084507042253,estimated
GPT-4o-mini,150,traversal,11,1,0.6687438108220061,0.77383738977044,0.41274740817941685,0.9295774647887324,estimated
GPT-4o-mini,151,traversal,5,1,0.7306284265836435,0.7371982470297319,0.5848193887596347,0.9500000000000001,estimated
GPT-4o-mini,152,memory,1,0,,,,,estimated
GPT-4o-mini,153,traversal,3,1,0.5684458481096544,0.375,0.5476190476190476,1.0,estimated
GPT-4o-mini,154,traversal,4,0,0.8018285758516416,0.937548751950078,0.5439711851264244,1.0,estimated
GPT-4o-mini,155,memory,1,1,,,,,estimated
GPT-4o-mini,156,traversal,11,1,0.7131334022363748,0.9228591797757832,0.38190160980030396,0.9519230769230769,estimated
GPT-4o-mini,157,traversal,11,1,0.5851222389198056,0.8162627552893167,0.20607055779469574,0.9577464788732395,estimated
GPT-4o-mini,158,memory,1,0,,,,,estimated
GPT-4o-mini,159,traversal,5,1,0.5880616716516087,0.625,0.32857142857142857,1.0,estimated
GPT-4o-mini,160,traversal,7,0,0.7702928329102049,0.8981481481481481,0.5044269222840652,1.0,estimated
GPT-4o-mini,161,traversal,10,1,0.6433058051837593,0.8505463312341004,0.3666345854581149,0.7831325301204819,estimated
GPT-4o-mini,162,traversal,6,1,0.5216783038847626,0.5,0.29292929292929293,1.0,estimated
GPT-4o-mini,163,memory,1,0,,,,,estimated
GPT-4o-mini,164,traversal,4,0,0.5981496717529754,0.5714285714285714,0.39880952380952384,1.0,estimated
GPT-4o-mini,165,traversal,5,1,0.5880616716516087,0.625,0.32857142857142857,1.0,estimated
GPT-4o-mini,166,traversal,6,1,0.7176957456673775,0.777793086099982,0.5071628006872851,0.9615384615384616,estimated
GPT-4o-mini,167,traversal,5,1,0.7214274037355966,0.9226464689641448,0.4179349226668971,0.9130434782608696,estimated
GPT-4o-mini,168,traversal,7,1,0.7668980597515764,0.922795871980632,0.5229870561912071,0.9090909090909092,estimated
GPT-4o-mini,169,traversal,5,1,0.6960288801123536,0.8558558558558558,0.4145530145530145,0.9130434782608696,estimated
GPT-4o-mini,170,memory,1,1,,,,,estimated
GPT-4o-mini,171,traversal,5,1,0.7030499987246199,1.0,0.29,1.0,estimated
GPT-4o-mini,172,traversal,6,1,0.5576329218237137,0.6,0.2851851851851852,1.0,estimated
GPT-4o-mini,173,traversal,8,1,0.6062060612501559,0.6637119003309745,0.3817191038698549,0.8947368421052632,estimated
GPT-4o-mini,174,traversal,6,1,0.6171843973566264,0.7,0.32962962962962966,1.0,estimated
GPT-4o-mini,175,traversal,7,1,0.5753735574924013,0.675,0.2978571428571429,0.9130434782608696,estimated
GPT-4o-mini,176,traversal,12,1,0.5836541265325782,0.875,0.17327008928571427,0.9534883720930233,estimated
GPT-4o-mini,177,traversal,6,1,0.5216783038847626,0.5,0.29292929292929293,1.0,estimated
GPT-4o-mini,178,memory,1,1,,,,,estimated
GPT-4o-mini,179,memory,1,0,,,,,estimated
GPT-4o-mini,180,traversal,9,1,0.6429937400579705,0.8557170393363627,0.3526625017726545,0.8028169014084507,estimated
GPT-4o-mini,181,traversal,9,1,0.604116990655006,0.8461538461538461,0.20716320716320713,1.0,estimated
GPT-4o-mini,182,traversal,5,1,0.6404767264618803,0.7777777777777778,0.31851851851851853,1.0,estimated
GPT-4o-mini,183,memory,1,0,,,,,estimated
GPT-4o-mini,184,traversal,6,1,0.5383205236145169,0.5454545454545454,0.28939393939393937,1.0,estimated
GPT-4o-mini,185,traversal,8,1,0.6538456350323049,1.0,0.20535714285714285,1.0,estimated
